age,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,incident_type,collision_type,incident_severity,authorities_contacted,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,fraud_reported
26,FEMALE,PhD,farming-fishing,skydiving,not-in-family,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,22,1,YES,1,3,?,88110,16020,16020,56070,N
42,MALE,College,farming-fishing,hiking,other-relative,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,20,4,NO,0,2,YES,47740,4340,4340,39060,N
30,FEMALE,MD,craft-repair,video-games,own-child,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,9,3,YES,2,1,YES,58960,5360,10720,42880,N
46,FEMALE,Associate,tech-support,skydiving,own-child,Parked Car,?,Minor Damage,Police,5,1,NO,1,2,?,2160,480,240,1440,N
26,FEMALE,JD,prof-specialty,exercise,own-child,Vehicle Theft,?,Trivial Damage,Police,12,1,YES,1,1,?,6890,530,1060,5300,N
45,FEMALE,High School,prof-specialty,kayaking,husband,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,6,3,NO,2,0,YES,78870,7170,14340,57360,N
47,FEMALE,Masters,sales,basketball,other-relative,Vehicle Theft,?,Trivial Damage,Police,8,1,NO,1,1,NO,2700,300,300,2100,N
54,FEMALE,Associate,machine-op-inspct,kayaking,not-in-family,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,14,1,?,0,1,NO,75960,6330,6330,63300,N
34,FEMALE,High School,sales,video-games,other-relative,Single Vehicle Collision,Front Collision,Major Damage,Police,10,1,YES,1,3,?,75570,6870,13740,54960,Y
48,FEMALE,Masters,sales,exercise,unmarried,Single Vehicle Collision,Front Collision,Minor Damage,Police,12,1,?,2,3,YES,90240,15040,15040,60160,N
53,FEMALE,College,prof-specialty,dancing,not-in-family,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,12,1,?,0,0,NO,80960,14720,7360,58880,N
38,MALE,PhD,craft-repair,skydiving,own-child,Multi-vehicle Collision,Front Collision,Total Loss,Other,12,3,NO,1,3,YES,79080,6590,13180,59310,N
49,MALE,JD,adm-clerical,paintball,not-in-family,Vehicle Theft,?,Minor Damage,None,13,1,NO,0,3,NO,6820,1240,620,4960,N
42,FEMALE,PhD,armed-forces,sleeping,wife,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,17,3,NO,1,2,YES,62590,5690,11380,45520,N
23,FEMALE,College,sales,dancing,wife,Single Vehicle Collision,Side Collision,Major Damage,Other,14,1,NO,1,0,YES,52400,6550,6550,39300,Y
46,MALE,MD,tech-support,basketball,husband,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,3,3,?,1,3,YES,63580,5780,11560,46240,N
55,FEMALE,Associate,priv-house-serv,reading,other-relative,Multi-vehicle Collision,Side Collision,Minor Damage,Police,18,3,YES,2,1,NO,61400,6140,6140,49120,N
63,MALE,High School,adm-clerical,paintball,own-child,Parked Car,?,Minor Damage,None,5,1,YES,1,3,NO,4700,940,470,3290,Y
44,FEMALE,College,prof-specialty,hiking,other-relative,Single Vehicle Collision,Front Collision,Total Loss,Fire,19,1,NO,0,2,YES,74140,13480,13480,47180,N
30,FEMALE,PhD,other-service,reading,wife,Single Vehicle Collision,Front Collision,Major Damage,Other,0,1,?,2,2,NO,83160,6930,13860,62370,N
41,FEMALE,JD,farming-fishing,paintball,other-relative,Parked Car,?,Trivial Damage,Police,22,1,?,0,2,YES,10790,1660,830,8300,N
31,FEMALE,MD,prof-specialty,paintball,husband,Multi-vehicle Collision,Rear Collision,Major Damage,Police,21,3,YES,1,3,NO,48070,8740,8740,30590,N
25,FEMALE,Masters,protective-serv,golf,not-in-family,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,4,3,YES,0,0,YES,51030,5670,11340,34020,N
40,MALE,MD,prof-specialty,yachting,husband,Single Vehicle Collision,Front Collision,Minor Damage,Fire,10,1,YES,0,1,?,43280,0,5410,37870,Y
29,FEMALE,Associate,sales,paintball,own-child,Single Vehicle Collision,Front Collision,Major Damage,Fire,5,1,?,1,3,NO,76400,15280,7640,53480,N
43,MALE,MD,prof-specialty,board-games,wife,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,13,1,?,0,2,?,75460,13720,13720,48020,N
50,MALE,MD,armed-forces,polo,unmarried,Multi-vehicle Collision,Side Collision,Major Damage,Other,18,3,YES,2,1,YES,69000,13800,6900,48300,Y
38,MALE,JD,tech-support,golf,other-relative,Vehicle Theft,?,Minor Damage,Police,6,1,?,1,2,NO,8640,1440,720,6480,N
29,MALE,PhD,armed-forces,dancing,own-child,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,0,3,?,2,1,?,67210,12220,12220,42770,N
37,MALE,High School,transport-moving,basketball,unmarried,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,5,3,?,0,3,NO,42500,4250,4250,34000,N
53,MALE,Associate,armed-forces,basketball,wife,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,8,1,YES,0,1,NO,86400,14400,7200,64800,N
51,MALE,Masters,handlers-cleaners,chess,not-in-family,Vehicle Theft,?,Minor Damage,Police,5,1,YES,2,2,?,4620,840,840,2940,Y
53,FEMALE,High School,tech-support,camping,unmarried,Parked Car,?,Trivial Damage,Police,9,1,YES,2,2,NO,6930,630,1260,5040,N
40,FEMALE,JD,sales,hiking,not-in-family,Multi-vehicle Collision,Side Collision,Minor Damage,Other,10,3,YES,1,2,YES,41700,8340,8340,25020,N
51,MALE,Masters,transport-moving,board-games,wife,Single Vehicle Collision,Rear Collision,Major Damage,Other,16,1,YES,2,1,NO,77330,14060,14060,49210,Y
35,MALE,College,other-service,sleeping,own-child,Vehicle Theft,?,Trivial Damage,Police,8,1,?,2,3,YES,4950,900,450,3600,N
26,MALE,PhD,craft-repair,polo,own-child,Vehicle Theft,?,Minor Damage,Police,5,1,NO,0,2,YES,5160,860,860,3440,N
35,FEMALE,College,exec-managerial,yachting,not-in-family,Multi-vehicle Collision,Side Collision,Total Loss,Fire,11,3,NO,2,1,?,24570,2730,2730,19110,Y
38,FEMALE,PhD,craft-repair,movies,not-in-family,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,15,3,?,1,0,?,53680,4880,9760,39040,N
49,MALE,Masters,farming-fishing,bungie-jumping,own-child,Multi-vehicle Collision,Side Collision,Total Loss,Police,23,3,YES,1,1,YES,42900,3900,3900,35100,N
41,MALE,MD,protective-serv,chess,wife,Single Vehicle Collision,Front Collision,Minor Damage,Fire,23,1,NO,0,0,NO,84100,16820,8410,58870,Y
27,FEMALE,College,adm-clerical,dancing,own-child,Single Vehicle Collision,Front Collision,Total Loss,Fire,23,1,?,1,3,?,61560,6840,6840,47880,N
39,FEMALE,Associate,other-service,hiking,not-in-family,Single Vehicle Collision,Rear Collision,Minor Damage,Police,10,1,YES,0,0,?,44240,5530,5530,33180,N
33,FEMALE,JD,protective-serv,hiking,own-child,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,12,4,?,2,3,YES,57700,11540,5770,40390,N
50,FEMALE,PhD,exec-managerial,exercise,not-in-family,Single Vehicle Collision,Side Collision,Minor Damage,Other,4,1,NO,2,2,YES,108030,16620,16620,74790,N
30,FEMALE,High School,exec-managerial,dancing,unmarried,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,16,1,NO,2,0,YES,54300,10860,5430,38010,N
54,MALE,High School,craft-repair,movies,wife,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,18,3,?,1,2,?,32280,5380,5380,21520,Y
42,MALE,JD,machine-op-inspct,camping,other-relative,Multi-vehicle Collision,Rear Collision,Total Loss,Other,15,3,YES,1,1,NO,84600,16920,8460,59220,N
35,MALE,College,craft-repair,camping,own-child,Single Vehicle Collision,Front Collision,Total Loss,Other,8,1,NO,1,3,YES,69700,6970,6970,55760,N
33,MALE,JD,prof-specialty,movies,unmarried,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,4,3,NO,0,1,NO,36400,3640,7280,25480,N
39,FEMALE,JD,adm-clerical,paintball,own-child,Multi-vehicle Collision,Side Collision,Minor Damage,Police,20,3,NO,0,2,YES,37520,4690,4690,28140,N
33,FEMALE,Masters,other-service,paintball,wife,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,1,3,NO,2,3,?,79090,14380,14380,50330,N
54,MALE,JD,farming-fishing,board-games,not-in-family,Single Vehicle Collision,Rear Collision,Major Damage,Other,19,1,NO,0,2,YES,67770,7530,15060,45180,Y
32,MALE,JD,tech-support,chess,wife,Single Vehicle Collision,Side Collision,Total Loss,Other,11,1,NO,1,0,NO,47400,9480,4740,33180,Y
40,MALE,PhD,other-service,skydiving,husband,Single Vehicle Collision,Front Collision,Total Loss,Other,13,1,YES,0,2,?,71100,7110,14220,49770,N
46,MALE,MD,other-service,dancing,wife,Single Vehicle Collision,Front Collision,Minor Damage,Police,2,1,?,2,2,NO,69400,13880,6940,48580,N
39,MALE,High School,transport-moving,board-games,not-in-family,Multi-vehicle Collision,Rear Collision,Major Damage,Other,9,3,YES,2,1,?,55000,5000,10000,40000,Y
52,MALE,PhD,machine-op-inspct,polo,not-in-family,Multi-vehicle Collision,Rear Collision,Total Loss,Police,15,2,YES,1,3,YES,51090,7860,7860,35370,N
34,MALE,PhD,machine-op-inspct,camping,unmarried,Single Vehicle Collision,Side Collision,Major Damage,Fire,23,1,?,2,3,NO,64200,6420,19260,38520,Y
45,MALE,High School,sales,base-jumping,own-child,Single Vehicle Collision,Front Collision,Total Loss,Other,16,1,NO,2,0,YES,67320,12240,12240,42840,N
31,MALE,Associate,protective-serv,movies,husband,Multi-vehicle Collision,Side Collision,Major Damage,Other,21,4,YES,2,0,?,76120,6920,13840,55360,N
28,FEMALE,JD,farming-fishing,movies,other-relative,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,21,2,YES,2,1,NO,85020,13080,13080,58860,N
41,MALE,Masters,protective-serv,polo,unmarried,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,3,3,NO,0,1,?,68090,12380,12380,43330,N
27,FEMALE,High School,priv-house-serv,exercise,wife,Parked Car,?,Trivial Damage,Police,4,1,?,1,2,NO,6030,670,670,4690,N
35,MALE,MD,machine-op-inspct,yachting,wife,Vehicle Theft,?,Minor Damage,None,17,1,?,1,3,NO,5100,1020,510,3570,N
30,MALE,College,sales,yachting,own-child,Vehicle Theft,?,Trivial Damage,Police,7,1,YES,1,3,YES,4590,510,510,3570,N
59,FEMALE,JD,exec-managerial,yachting,not-in-family,Multi-vehicle Collision,Front Collision,Major Damage,Other,14,2,?,1,2,NO,72400,7240,14480,50680,Y
64,MALE,Masters,other-service,skydiving,not-in-family,Single Vehicle Collision,Front Collision,Major Damage,Fire,13,1,NO,2,3,NO,70900,14180,7090,49630,N
25,FEMALE,Associate,priv-house-serv,hiking,husband,Multi-vehicle Collision,Side Collision,Total Loss,Other,23,2,?,2,3,YES,65100,6510,6510,52080,N
40,FEMALE,College,handlers-cleaners,chess,husband,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,23,3,?,2,1,YES,64260,0,14280,49980,N
43,FEMALE,Associate,armed-forces,yachting,not-in-family,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,16,1,?,2,1,?,79970,7270,21810,50890,Y
41,FEMALE,College,machine-op-inspct,bungie-jumping,not-in-family,Single Vehicle Collision,Rear Collision,Total Loss,Police,17,1,NO,2,0,?,56610,6290,6290,44030,N
30,FEMALE,JD,craft-repair,polo,wife,Single Vehicle Collision,Side Collision,Major Damage,Fire,9,1,YES,1,1,?,84590,7690,7690,69210,Y
38,MALE,High School,sales,sleeping,wife,Multi-vehicle Collision,Side Collision,Major Damage,Fire,13,3,NO,2,1,YES,66780,7420,14840,44520,N
36,MALE,JD,farming-fishing,exercise,own-child,Single Vehicle Collision,Rear Collision,Major Damage,Police,13,1,YES,1,2,YES,58500,0,6500,52000,N
41,FEMALE,College,prof-specialty,golf,other-relative,Parked Car,?,Trivial Damage,Police,3,1,?,2,0,NO,5000,500,500,4000,N
29,FEMALE,JD,priv-house-serv,chess,unmarried,Parked Car,?,Trivial Damage,Police,3,1,?,2,1,?,5000,500,1000,3500,Y
41,FEMALE,High School,sales,camping,other-relative,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,16,3,?,1,3,YES,54450,6050,12100,36300,N
38,FEMALE,Masters,handlers-cleaners,bungie-jumping,other-relative,Multi-vehicle Collision,Front Collision,Major Damage,Police,12,3,NO,1,3,?,61920,6880,6880,48160,N
29,MALE,High School,exec-managerial,cross-fit,other-relative,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,4,1,?,1,2,NO,43700,4370,4370,34960,Y
31,MALE,Masters,machine-op-inspct,bungie-jumping,wife,Single Vehicle Collision,Front Collision,Minor Damage,Other,3,1,?,2,0,?,64080,7120,7120,49840,N
35,MALE,JD,sales,chess,own-child,Single Vehicle Collision,Rear Collision,Total Loss,Other,0,1,NO,2,1,?,55000,10000,10000,35000,Y
27,FEMALE,Masters,adm-clerical,video-games,own-child,Vehicle Theft,?,Trivial Damage,Police,19,1,NO,2,3,?,4400,0,550,3850,N
27,MALE,JD,armed-forces,movies,other-relative,Multi-vehicle Collision,Side Collision,Minor Damage,Police,15,2,?,0,1,YES,71640,5970,11940,53730,N
44,MALE,High School,machine-op-inspct,reading,not-in-family,Single Vehicle Collision,Rear Collision,Minor Damage,Other,6,1,NO,1,0,NO,61740,6860,6860,48020,N
27,FEMALE,Associate,priv-house-serv,golf,own-child,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,3,1,?,0,3,?,57500,5750,5750,46000,N
39,FEMALE,Masters,exec-managerial,reading,wife,Parked Car,?,Minor Damage,Police,17,1,YES,0,0,?,8700,870,1740,6090,N
46,FEMALE,MD,adm-clerical,polo,wife,Multi-vehicle Collision,Front Collision,Total Loss,Police,4,4,NO,2,1,?,77100,15420,7710,53970,N
57,MALE,Masters,priv-house-serv,dancing,wife,Single Vehicle Collision,Front Collision,Minor Damage,Police,14,1,NO,2,0,YES,59400,6600,6600,46200,N
46,MALE,Masters,machine-op-inspct,kayaking,husband,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,3,3,NO,1,0,NO,54890,9980,4990,39920,N
30,MALE,MD,exec-managerial,kayaking,unmarried,Multi-vehicle Collision,Front Collision,Minor Damage,Other,4,3,?,2,1,?,74030,6730,13460,53840,N
42,FEMALE,Associate,adm-clerical,chess,not-in-family,Single Vehicle Collision,Rear Collision,Total Loss,Other,13,1,?,1,2,YES,61490,11180,11180,39130,N
27,MALE,High School,handlers-cleaners,board-games,not-in-family,Multi-vehicle Collision,Front Collision,Minor Damage,Police,23,3,NO,0,2,YES,79560,6630,13260,59670,N
33,MALE,MD,sales,yachting,wife,Parked Car,?,Minor Damage,Police,3,1,?,0,1,NO,4900,490,490,3920,N
34,MALE,High School,tech-support,paintball,other-relative,Multi-vehicle Collision,Side Collision,Total Loss,Other,0,3,?,1,0,NO,77770,14140,14140,49490,N
43,FEMALE,JD,transport-moving,board-games,unmarried,Multi-vehicle Collision,Side Collision,Major Damage,Fire,14,2,?,2,2,?,74700,7470,14940,52290,Y
26,MALE,MD,tech-support,sleeping,husband,Multi-vehicle Collision,Front Collision,Minor Damage,Police,14,2,NO,2,2,?,40600,4060,4060,32480,N
28,MALE,JD,farming-fishing,video-games,husband,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,22,1,?,1,0,?,45270,10060,10060,25150,N
36,FEMALE,Associate,machine-op-inspct,kayaking,own-child,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,17,3,NO,0,3,?,47080,4280,8560,34240,N
57,FEMALE,MD,machine-op-inspct,chess,husband,Single Vehicle Collision,Side Collision,Minor Damage,Police,14,1,?,0,0,NO,40700,4070,4070,32560,Y
27,FEMALE,Masters,transport-moving,polo,own-child,Single Vehicle Collision,Side Collision,Minor Damage,Police,2,1,?,2,1,YES,34650,6300,3150,25200,N
28,MALE,MD,protective-serv,camping,wife,Parked Car,?,Trivial Damage,Police,4,1,?,2,0,?,3200,400,400,2400,N
42,MALE,High School,machine-op-inspct,yachting,unmarried,Single Vehicle Collision,Rear Collision,Major Damage,Fire,2,1,?,1,1,NO,78980,7180,14360,57440,Y
31,MALE,Associate,sales,reading,not-in-family,Parked Car,?,Minor Damage,None,10,1,YES,1,0,NO,6160,560,1120,4480,N
60,FEMALE,MD,machine-op-inspct,hiking,own-child,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,11,1,YES,1,1,NO,85250,15500,7750,62000,N
50,MALE,Masters,sales,camping,not-in-family,Multi-vehicle Collision,Side Collision,Major Damage,Fire,1,4,YES,1,2,NO,72840,12140,6070,54630,N
40,MALE,Associate,exec-managerial,base-jumping,husband,Parked Car,?,Trivial Damage,Police,20,1,?,0,2,NO,6050,1100,1100,3850,N
39,FEMALE,JD,protective-serv,hiking,wife,Single Vehicle Collision,Front Collision,Major Damage,Fire,10,1,NO,2,3,YES,87890,15980,7990,63920,Y
47,FEMALE,High School,craft-repair,chess,wife,Multi-vehicle Collision,Side Collision,Total Loss,Other,20,2,?,0,2,YES,60500,11000,5500,44000,Y
35,FEMALE,MD,machine-op-inspct,kayaking,other-relative,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,10,3,?,2,1,NO,88220,16040,16040,56140,N
37,FEMALE,Associate,prof-specialty,video-games,husband,Multi-vehicle Collision,Rear Collision,Total Loss,Other,2,2,NO,1,2,NO,53680,9760,4880,39040,N
45,MALE,Masters,transport-moving,golf,not-in-family,Single Vehicle Collision,Front Collision,Minor Damage,Fire,19,1,NO,0,2,NO,53800,5380,5380,43040,N
29,FEMALE,MD,craft-repair,dancing,husband,Single Vehicle Collision,Rear Collision,Major Damage,Police,10,1,YES,1,2,NO,54360,4530,9060,40770,Y
35,FEMALE,Masters,handlers-cleaners,bungie-jumping,husband,Single Vehicle Collision,Side Collision,Major Damage,Police,14,1,YES,0,3,YES,54340,9880,4940,39520,N
35,FEMALE,High School,craft-repair,chess,wife,Parked Car,?,Trivial Damage,None,5,1,?,0,2,YES,2860,520,260,2080,Y
28,MALE,High School,craft-repair,polo,own-child,Vehicle Theft,?,Minor Damage,Police,8,1,YES,2,1,YES,5490,0,1220,4270,N
45,MALE,Masters,craft-repair,dancing,unmarried,Vehicle Theft,?,Trivial Damage,Police,4,1,NO,0,2,?,7370,670,1340,5360,N
34,FEMALE,PhD,priv-house-serv,chess,husband,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,4,3,?,1,0,NO,50800,5080,5080,40640,Y
48,MALE,Associate,adm-clerical,video-games,not-in-family,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,20,2,?,1,1,?,41520,5190,5190,31140,N
38,FEMALE,Masters,armed-forces,movies,husband,Single Vehicle Collision,Side Collision,Total Loss,Police,18,1,?,2,3,YES,89650,8150,16300,65200,N
55,FEMALE,JD,other-service,base-jumping,unmarried,Multi-vehicle Collision,Rear Collision,Total Loss,Police,0,3,NO,0,3,NO,39690,0,0,39690,N
32,FEMALE,High School,exec-managerial,golf,husband,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,1,1,?,2,0,NO,62260,5660,5660,50940,N
38,FEMALE,Masters,prof-specialty,paintball,not-in-family,Single Vehicle Collision,Side Collision,Major Damage,Police,17,1,NO,0,1,YES,51920,9440,4720,37760,Y
40,MALE,College,armed-forces,bungie-jumping,wife,Single Vehicle Collision,Front Collision,Minor Damage,Other,23,1,?,2,2,?,53460,9720,4860,38880,N
43,FEMALE,MD,adm-clerical,golf,not-in-family,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,4,3,YES,2,1,YES,57100,5710,5710,45680,N
36,MALE,High School,exec-managerial,yachting,unmarried,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,0,3,NO,2,3,?,77440,14080,7040,56320,N
40,MALE,College,craft-repair,bungie-jumping,husband,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,11,1,NO,1,2,NO,68300,6830,13660,47810,N
32,MALE,Associate,other-service,base-jumping,other-relative,Parked Car,?,Trivial Damage,None,4,1,?,0,2,?,5060,460,920,3680,N
32,MALE,MD,tech-support,chess,not-in-family,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,0,3,?,0,2,?,59400,6600,13200,39600,Y
31,FEMALE,High School,transport-moving,cross-fit,other-relative,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,2,3,NO,0,2,?,69930,0,15540,54390,Y
27,FEMALE,College,handlers-cleaners,board-games,husband,Multi-vehicle Collision,Front Collision,Minor Damage,Police,11,3,YES,1,1,NO,77700,7770,15540,54390,N
54,MALE,College,prof-specialty,yachting,wife,Multi-vehicle Collision,Front Collision,Major Damage,Other,23,3,NO,2,1,?,68750,12500,12500,43750,Y
29,FEMALE,High School,adm-clerical,movies,husband,Multi-vehicle Collision,Side Collision,Minor Damage,Police,17,3,NO,1,3,YES,91080,16560,16560,57960,N
20,FEMALE,High School,craft-repair,golf,other-relative,Single Vehicle Collision,Side Collision,Minor Damage,Other,22,1,NO,1,3,YES,48360,4030,8060,36270,N
34,MALE,Associate,handlers-cleaners,kayaking,other-relative,Single Vehicle Collision,Side Collision,Major Damage,Other,18,1,YES,1,1,YES,95000,9500,9500,76000,N
32,MALE,Associate,machine-op-inspct,yachting,other-relative,Vehicle Theft,?,Trivial Damage,Police,8,1,?,1,3,NO,3900,780,390,2730,N
39,MALE,High School,transport-moving,cross-fit,other-relative,Multi-vehicle Collision,Front Collision,Minor Damage,Other,15,3,?,0,3,NO,59400,11880,5940,41580,Y
43,FEMALE,Associate,machine-op-inspct,camping,other-relative,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,20,1,?,2,0,?,60210,6690,6690,46830,N
32,MALE,JD,sales,video-games,other-relative,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,4,1,?,0,3,YES,43600,8720,4360,30520,N
57,MALE,College,adm-clerical,sleeping,unmarried,Multi-vehicle Collision,Front Collision,Total Loss,Police,10,3,NO,0,0,NO,62800,6280,12560,43960,N
48,MALE,College,farming-fishing,skydiving,husband,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,10,1,YES,1,3,?,59500,11900,5950,41650,N
37,FEMALE,PhD,armed-forces,skydiving,not-in-family,Multi-vehicle Collision,Front Collision,Total Loss,Police,22,3,YES,1,0,?,53460,5940,5940,41580,N
33,FEMALE,High School,adm-clerical,reading,wife,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,15,3,NO,0,1,NO,41690,7580,7580,26530,N
46,FEMALE,Masters,prof-specialty,paintball,wife,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,13,1,?,0,1,YES,63100,6310,12620,44170,N
60,MALE,Associate,priv-house-serv,chess,other-relative,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,23,1,NO,2,1,?,62880,5240,10480,47160,Y
51,FEMALE,Masters,sales,paintball,not-in-family,Multi-vehicle Collision,Side Collision,Major Damage,Fire,18,3,?,2,2,YES,75400,17400,11600,46400,Y
40,MALE,JD,machine-op-inspct,hiking,husband,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,7,1,YES,1,1,NO,46200,4200,8400,33600,N
47,MALE,Masters,machine-op-inspct,sleeping,not-in-family,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,21,1,NO,2,2,YES,58500,5850,5850,46800,N
57,MALE,JD,transport-moving,bungie-jumping,husband,Multi-vehicle Collision,Rear Collision,Major Damage,Other,15,3,NO,1,3,NO,66240,11040,11040,44160,N
36,FEMALE,MD,craft-repair,camping,wife,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,17,3,?,1,3,?,65440,8180,8180,49080,N
43,MALE,Masters,sales,exercise,other-relative,Single Vehicle Collision,Front Collision,Minor Damage,Fire,2,1,NO,0,3,?,64200,10700,10700,42800,N
25,FEMALE,Masters,other-service,dancing,not-in-family,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,1,3,YES,1,0,NO,32320,4040,4040,24240,N
28,FEMALE,College,farming-fishing,golf,wife,Single Vehicle Collision,Rear Collision,Major Damage,Police,3,1,?,0,1,?,33480,3720,3720,26040,N
38,MALE,College,adm-clerical,polo,wife,Vehicle Theft,?,Trivial Damage,None,0,1,NO,1,1,YES,4320,480,960,2880,N
29,MALE,High School,tech-support,exercise,other-relative,Vehicle Theft,?,Trivial Damage,Police,4,1,NO,0,2,?,4200,840,420,2940,N
29,MALE,MD,adm-clerical,sleeping,own-child,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,11,3,YES,2,0,NO,57970,10540,5270,42160,N
31,MALE,JD,other-service,paintball,husband,Parked Car,?,Trivial Damage,None,4,1,YES,1,2,?,4320,0,960,3360,N
45,FEMALE,High School,machine-op-inspct,reading,wife,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,11,3,?,0,2,?,69300,13860,6930,48510,N
30,FEMALE,Masters,farming-fishing,camping,own-child,Multi-vehicle Collision,Side Collision,Minor Damage,Police,4,3,NO,2,2,NO,32480,4060,4060,24360,N
38,MALE,MD,machine-op-inspct,hiking,not-in-family,Single Vehicle Collision,Front Collision,Total Loss,Police,20,1,?,2,2,YES,60480,6720,6720,47040,N
38,MALE,Associate,armed-forces,polo,unmarried,Parked Car,?,Trivial Damage,Police,22,1,YES,0,0,NO,2640,440,440,1760,N
27,MALE,JD,other-service,skydiving,other-relative,Parked Car,?,Trivial Damage,Police,4,1,NO,0,3,NO,6050,550,1100,4400,N
43,MALE,High School,handlers-cleaners,chess,wife,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,21,4,NO,0,0,NO,42700,4270,4270,34160,Y
47,MALE,College,prof-specialty,reading,wife,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,20,1,YES,1,3,NO,40260,3660,7320,29280,Y
50,MALE,Masters,priv-house-serv,polo,wife,Single Vehicle Collision,Rear Collision,Major Damage,Fire,7,1,NO,2,0,?,50000,5000,10000,35000,N
35,FEMALE,High School,tech-support,golf,husband,Parked Car,?,Trivial Damage,None,4,1,NO,0,1,NO,3840,640,320,2880,N
41,MALE,JD,transport-moving,video-games,not-in-family,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,17,3,?,0,2,?,95900,13700,20550,61650,N
47,MALE,High School,exec-managerial,bungie-jumping,other-relative,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,20,3,YES,1,3,YES,56160,6240,12480,37440,N
42,MALE,PhD,armed-forces,sleeping,not-in-family,Single Vehicle Collision,Side Collision,Major Damage,Police,10,1,NO,2,3,?,63030,5730,11460,45840,N
41,FEMALE,PhD,handlers-cleaners,skydiving,own-child,Single Vehicle Collision,Front Collision,Minor Damage,Police,8,1,YES,2,2,NO,63470,5770,11540,46160,N
38,FEMALE,High School,tech-support,movies,other-relative,Single Vehicle Collision,Front Collision,Major Damage,Police,6,1,?,0,2,NO,44440,8080,4040,32320,Y
35,MALE,JD,prof-specialty,paintball,husband,Parked Car,?,Minor Damage,Police,4,1,YES,1,1,NO,6600,1200,1200,4200,N
36,MALE,PhD,machine-op-inspct,kayaking,husband,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,17,3,NO,2,0,YES,77200,9650,9650,57900,N
30,FEMALE,High School,protective-serv,reading,husband,Multi-vehicle Collision,Rear Collision,Total Loss,Other,15,3,?,0,0,YES,57000,0,11400,45600,N
45,FEMALE,Masters,farming-fishing,movies,wife,Vehicle Theft,?,Trivial Damage,Police,9,1,NO,2,1,NO,2700,300,300,2100,N
